id,name,res_id,lang,type,src,value,module,state,comments,lp_key,lp_isusedbyexternalapps
2235153,other,,ar_001,,Add social booster,إضافة معزز اجتماعي,,translated,,ar_001_add_social_booster_label,t
2235154,other,,ar_001,,Check-in,تحقق في,,translated,,ar_001_shifts_check_in_label,t
2235155,other,,ar_001,,Check-out,الدفع,,translated,,ar_001_check_out_label,t
2235156,other,,ar_001,,Current,حاضِر,,translated,,ar_001_current_label,t
2235157,other,,ar_001,,Calender,التقويم,,translated,,ar_001_calender_label,t
2235158,other,,ar_001,,Upcoming,القادمة,,translated,,ar_001_upcoming_label,t
2235159,other,,ar_001,,Shifts for selected dates,التحولات للتواريخ المحددة,,translated,,ar_001_shifts_for_selected_dates_label,t
2235160,other,,ar_001,,Showing shifts from,إظهار التحولات من,,translated,,ar_001_showing_shifts_from_label,t
2235161,other,,ar_001,,Select year,اختر السنة,,translated,,ar_001_select_year_label,t
2235162,other,,ar_001,,Filter by Date,تصفية حسب التاريخ,,translated,,ar_001_filter_by_date_label,t
2235163,other,,ar_001,,You're checking in early,أنت تقوم بالتسجيل مبكرًا,,translated,,ar_001_early_check_in_reason,t
2235164,other,,ar_001,,You're checking in late,لقد قمت بالتسجيل متأخرًا,,translated,,ar_001_late_check_in_reason,t
2235165,other,,ar_001,,You're checking out early,أنت تخرج مبكرًا,,translated,,ar_001_early_check_out_reason,t
2235166,other,,ar_001,,You're checking out late,أنت تغادر متأخرًا,,translated,,ar_001_late_check_out_reason,t
2235167,other,,ar_001,,You're starting your shift before the scheduled time. Please tell us why.,ستبدأ مناوبتك قبل الموعد المحدد. يُرجى إخبارنا بالسبب.,,translated,,ar_001_early_check_in_reason_desc,t
2235168,other,,ar_001,,You’ve missed your scheduled start time. Let us know what caused the delay.,لقد فاتك موعد بدء عملك. أخبرنا عن سبب التأخير.,,translated,,ar_001_late_check_in_reason_desc,t
2235169,other,,ar_001,,You're ending your shift before the scheduled time. Please tell us why.,ستُنهي نوبتك قبل الموعد المُحدد. يُرجى إخبارنا بالسبب.,,translated,,ar_001_early_check_out_reason_desc,t
2235170,other,,ar_001,,You're ending your shift after the scheduled time. Please tell us why.,ستُنهي نوبتك بعد الموعد المُحدد. يُرجى إخبارنا بالسبب.,,translated,,ar_001_late_check_out_reason_desc,t
2235171,other,,ar_001,,Add a short reason,أضف سببًا قصيرًا,,translated,,ar_001_reason_short_answer_label,t
2235172,other,,ar_001,,No Upcoming Shifts,لا توجد نوبات عمل قادمة,,translated,,ar_001_no_upcoming_shifts_label,t
2235173,other,,ar_001,,No shifts scheduled,لا توجد نوبات عمل مجدولة,,translated,,ar_001_no_shifts_scheduled_label,t
2235174,other,,ar_001,,You don't have any scheduled shifts for now.,ليس لديك أي تحولات مجدولة في الوقت الحالي.,,translated,,ar_001_no_upcoming_shifts_message,t
2235175,other,,ar_001,,There are no shifts assigned during this period,لا توجد نوبات عمل مخصصة خلال هذه الفترة,,translated,,ar_001_no_shifts_scheduled_message,t
2235176,other,,ar_001,,History,,,translated,,ar_001_history_label,t
2235177,other,,ar_001,,My Shifts,,,translated,,ar_001_my_shifts_label,t
2235178,other,,ar_001,,New schedules will appear here.,,,translated,,ar_001_new_schedules_will_appear_here_label,t
2235179,other,,en_US,,Sign In,Sign In,,translated,,en_US_landing_sign_in_button,t
2235180,other,,en_US,,Channel Member Hiring,Channel Member Hiring,,translated,,en_US_landing_channel_member_hiring_button,t
2235181,other,,en_US,,User Name,User Name,,translated,,en_US_login_user_name_text_field,t
2235182,other,,en_US,,Forgot Password ?,Forgot Password ?,,translated,,en_US_login_forget_password_button,t
2235183,other,,en_US,,Sign In,Sign In,,translated,,en_US_login_sign_in_button,t
2235411,other,,en_US,,Order Status,Order Status,,translated,,en_US_commission_reports_order_status_button,t
2235412,other,,en_US,,Date,Date,,translated,,en_US_commission_reports_date_label,t
2235413,other,,en_US,,Action,Action,,translated,,en_US_commission_reports_action_label,t
2235414,other,,en_US,,Plan/ Bill amount,Plan/ Bill amount,,translated,,en_US_commission_reports_plan_bill_amount_label,t
2235415,other,,en_US,,Commission (OMR),Commission (OMR),,translated,,en_US_commission_reports_commission_omr_label,t
2235416,other,,en_US,,Target,Target,,translated,,en_US_commission_reports_target_label,t
2235417,other,,en_US,,Achievement,Achievement,,translated,,en_US_commission_reports_achievement_label,t
2235418,other,,en_US,,Received,Received,,translated,,en_US_commission_reports_received_label,t
2235419,other,,en_US,,Connected,Connected,,translated,,en_US_commission_reports_connected_label,t
2235420,other,,en_US,,Pending,Pending,,translated,,en_US_commission_reports_pending_label,t
2235421,other,,en_US,,Rejected,Rejected,,translated,,en_US_commission_reports_rejected_label,t
2235422,other,,en_US,,E-Top Up,E-Top Up,,translated,,en_US_home_services_e_top_up_label,t
2235423,other,,en_US,,E-Voucher,E-Voucher,,translated,,en_US_home_services_e_voucher_label,t
2235424,other,,en_US,,History,History,,translated,,en_US_home_services_history_label,t
2235425,other,,en_US,,Reports,Reports,,translated,,en_US_home_services_report_label,t
2235426,other,,en_US,,Balance In The Wallet,Balance In The Wallet,,translated,,en_US_home_balance_in_the_wallet_label,t
2235427,other,,en_US,,Inventory Dashboard,Inventory Dashboard,,translated,,en_US_home_inventory_dashboard_label,t
2235428,other,,en_US,,Customer Activities,Customer Activities,,translated,,en_US_home_customer_activities_label,t
2235429,other,,en_US,,Sales Activities,Sales Activities,,translated,,en_US_home_sales_activities_label,t
2235430,other,,en_US,,Order Date,Order Date,,translated,,en_US_purchase_orders_order_date_label,t
2235431,other,,en_US,,Purchase Orders,Purchase Orders,,translated,,en_US_sales_activities_purchase_orders_label,t
2235432,other,,en_US,,Sales Order,Sales Order,,translated,,en_US_sales_activities_sales_order_label,t
2235433,other,,en_US,,My Hierarchy,My Hierarchy,,translated,,en_US_sales_activities_my_hierarchy_label,t
2235434,other,,en_US,,Visit Management,Visit Management,,translated,,en_US_sales_activities_visit_management_label,t
2235435,other,,en_US,,Stocks Return,Stocks Return,,translated,,en_US_sales_activities_stocks_return_label,t
2235436,other,,en_US,,Search Now,Search Now,,translated,,en_US_purchase_orders_search_now_label,t
2235437,other,,en_US,,Place Order,Place Order,,translated,,en_US_purchase_orders_place_order_label,t
2235438,other,,en_US,,No Connection,No Connection,,translated,,en_US_no_connection,t
2235439,other,,en_US,,Please enable Location Services in Settings,Please enable Location Services in Settings,,translated,,en_US_open_location_settings_alert_description,t
2235440,other,,en_US,,Total Price with VAT,Total Price with VAT,,translated,,en_US_plan_total_price_with_vat_label,t
2235441,other,,en_US,,VAT,VAT,,translated,,en_US_plan_vat_label,t
2235442,other,,en_US,,OF,OF,,translated,,en_US_home_of_label,t
2235443,other,,en_US,,Total,Total,,translated,,en_US_ordering_total_label,t
2235444,other,,en_US,,Select your location,Select your location,,translated,,en_US_manage_subscriptions_select_your_location_label,t
2235445,other,,en_US,,"If service is not available, drop a pin","If service is not available, drop a pin",,translated,,en_US_manage_subscriptions_service_not_available_label,t
2235446,other,,en_US,,To pre-order,To pre-order,,translated,,en_US_manage_subscriptions_pre-order_label,t
2235447,other,,en_US,,From Date,From Date,,translated,,en_US_from_date_label,t
2235448,other,,en_US,,To Date,To Date,,translated,,en_US_to_date_label,t
2235449,other,,en_US,,Credit,Credit,,translated,,en_US_credit_label,t
2235450,other,,en_US,,Debit,Debit,,translated,,en_US_debit_label,t
2235451,other,,en_US,,Amount,Amount,,translated,,en_US_amount_label,t
2235452,other,,en_US,,Activity,Activity,,translated,,en_US_activity_label,t
2235453,other,,en_US,,Transactions Type,Transactions Type,,translated,,en_US_transaction_type_label,t
2235454,other,,en_US,,Balance Before,Balance Before,,translated,,en_US_balance_before_label,t
2235455,other,,en_US,,Balance After,Balance After,,translated,,en_US_balance_after_label,t
2235456,other,,en_US,,Create new password,Create new password,,translated,,en_US_create_password_title,t
2235457,other,,en_US,,Date range,Date range,,translated,,en_US_date_range_title_label,t
2235458,other,,en_US,,Child channel member,Child channel member,,translated,,en_US_child_channel_member_title_label,t
2235459,other,,en_US,,Apply Filters,Apply Filters,,translated,,en_US_apply_filters_button,t
2235460,other,,en_US,,Reset,Reset,,translated,,en_US_reset_button,t
2235461,other,,en_US,,Your new password must be different from previous used passwords,Your new password must be different from previous used passwords,,translated,,en_US_reset_password_different_from_previous,t
2235462,other,,en_US,,Scanned item,Scanned item,,translated,,en_US_order_details_scanned_item,t
2235463,other,,en_US,,Filters,Filters,,translated,,en_US_purchase_orders_filters,t
2235464,other,,en_US,,TAX,TAX,,translated,,en_US_order_details_TAX,t
2235465,other,,en_US,,Untaxed Price,Untaxed Price,,translated,,en_US_order_details_untaxed_price,t
2235466,other,,en_US,,Price taxes excluded,Price taxes excluded,,translated,,en_US_order_details_price_taxes_excluded,t
2235467,other,,en_US,,Total Amount,Total Amount,,translated,,en_US_order_details_total_amount,t
2235468,other,,en_US,,Please enter a valid email address,Please enter a valid email address,,translated,,en_US_message_email,t
2235469,other,,en_US,,Please enter a valid password,Please enter a valid password,,translated,,en_US_message_password,t
2235470,other,,en_US,,Please enter a user name,Please enter a user name,,translated,,en_US_message_username,t
2235471,other,,en_US,,Please enter a ID number,Please enter a ID number,,translated,,en_US_message_id_number,t
2235472,other,,en_US,,Please enter all required fields,Please enter all required fields,,translated,,en_US_message_empty,t
2235473,other,,en_US,,Mobile number cannot be the same as Alternative mobile number,Mobile number cannot be the same as Alternative mobile number,,translated,,en_US_message_mobile_number_confirmation,t
2235474,other,,en_US,,Please accept privacy policy,Please accept privacy policy,,translated,,en_US_message_policy_accepted,t
2235475,other,,en_US,,Please fill attachments,Please fill attachments,,translated,,en_US_message_attachment,t
2235476,other,,en_US,,Please validate mobile number,Please validate mobile number,,translated,,en_US_message_mobile_number_validated,t
2235477,other,,en_US,,Please update expiry date,Please update expiry date,,translated,,en_US_message_expiry_date_validation,t
2235478,other,,en_US,,Please enter a valid Oman mobile number,Please enter a valid Oman mobile number,,translated,,en_US_message_validate_oman_number,t
2235479,other,,en_US,,Included,Included,,translated,,en_US_summary_included_label,t
2235480,other,,en_US,,Scanned Items,Scanned Items,,translated,,en_US_scanned_items_label,t
2235481,other,,en_US,,Order Details,Order Details,,translated,,en_US_order_details_label,t
2235482,other,,en_US,,Connected Orders,Connected Orders,,translated,,en_US_dashboard_connected_orders,t
2235483,other,,en_US,,Submitted Orders,Submitted Orders,,translated,,en_US_dashboard_submitted_orders,t
2235484,other,,en_US,,Request For Quotation,Request For Quotation,,translated,,en_US_request_for_quotation_button,t
2235485,other,,en_US,,Unnamed Location,Unnamed Location,,translated,,en_US_map_unnamed_location_label,t
2235486,other,,en_US,,Place your front side of your ID on the frame,Place your front side of your ID on the frame,,translated,,en_US_front_id_label,t
2235487,other,,en_US,,Place your Back side of your ID on the frame,Place your Back side of your ID on the frame,,translated,,en_US_back_id_label,t
2235488,other,,en_US,,Empty List,Empty List,,translated,,en_US_table_empty_list,t
2235489,other,,en_US,,Filters,Filters,,translated,,en_US_filters_title,t
2235490,other,,en_US,,Time,Time,,translated,,en_US_time_title,t
2235491,other,,en_US,,Delivery Order,Delivery Order,,translated,,en_US_delivery_order_title,t
2235492,other,,en_US,,Please add at least one item in your list,Please add at least one item in your list,,translated,,en_US_add_least_item_label,t
2235493,other,,en_US,,The minimum quantity for,The minimum quantity for,,translated,,en_US_minimum_quantity_label,t
2235494,other,,en_US,,Is,Is,,translated,,en_US_is_label,t
2235495,other,,en_US,,Password not equal confirm password,Password not equal confirm password,,translated,,en_US_alert_password_not_equal_confirm_label,t
2235496,other,,en_US,,Alternative phone number is not valid,Alternative phone number is not valid,,translated,,en_US_alert_phone_not_valid_label,t
2235497,other,,en_US,,Please update your ID's expiry date,Please update your ID's expiry date,,translated,,en_US_update_your_Id's_label,t
2235498,other,,en_US,,Phone is not valid,Phone is not valid,,translated,,en_US_phone_not_valid_label,t
2235499,other,,en_US,,The maximum quantity for,The maximum quantity for,,translated,,en_US_maximum_quantity_label,t
2235500,other,,en_US,,View,View,,translated,,en_US_view_label,t
2235501,other,,en_US,,HBB Activation,HBB Activation,,translated,,en_US_sheet_activation_button,t
2235502,other,,en_US,,Prepaid Activation,Prepaid Activation,,translated,,en_US_prepaid_activation_label,t
2235503,other,,en_US,,Postpaid Activation,Postpaid Activation,,translated,,en_US_postpaid_activation_label,t
2235504,other,,en_US,,Port in,Port in,,translated,,en_US_port_in_label,t
2235505,other,,en_US,,SIM Replacement,SIM Replacement,,translated,,en_US_sim_replacement_label,t
2235506,other,,en_US,,Forget Password,Forget Password,,translated,,en_US_forgot_password_label,t
2235507,other,,en_US,,Activation,Activation,,translated,,en_US_activation_label,t
2235508,other,,en_US,,Payment Confirmation,Payment Confirmation,,translated,,en_US_payment_confirmation_label,t
2235509,other,,en_US,,Postpaid Activation Request Has Been Sent,Postpaid Activation Request Has Been Sent,,translated,,en_US_postpaid_activation_request_message_label,t
2235510,other,,en_US,,This Number For You,This Number For You,,translated,,en_US_this_number_for_you_label,t
2235511,other,,en_US,,Pick Different Number,Pick Different Number,,translated,,en_US_pick_different_number_button,t
2235512,other,,en_US,,Choose SIM Type,Choose SIM Type,,translated,,en_US_choose_sim_type_label,t
2235513,other,,en_US,,E - SIM,E - SIM,,translated,,en_US_e_sim_label,t
2235514,other,,en_US,,Physical - SIM,Physical - SIM,,translated,,en_US_physical_sim_label,t
2235515,other,,en_US,,SIM Card,SIM Card,,translated,,en_US_sim_card_text_field,t
2235516,other,,en_US,,Credit limit,Credit limit,,translated,,en_US_credit_limit_text_field,t
2235517,other,,en_US,,Scan,Scan,,translated,,en_US_scan_button,t
2235518,other,,en_US,,Old Type,Old Type,,translated,,en_US_old_type_label,t
2235519,other,,en_US,,Postpaid,Postpaid,,translated,,en_US_postpaid_label,t
2235520,other,,en_US,,Prepaid,Prepaid,,translated,,en_US_prepaid_label,t
2235521,other,,en_US,,MSISDN,MSISDN,,translated,,en_US_msisdn_label_text_field,t
2235522,other,,en_US,,Current SIM NO,Current SIM NO,,translated,,en_US_current_sim_no_text_field,t
2235523,other,,en_US,,Current SIM Type,Current SIM Type,,translated,,en_US_current_sim_type_label,t
2235524,other,,en_US,,New SIM Type,New SIM Type,,translated,,en_US_new_sim_type_label,t
2235525,other,,en_US,,New SIM Code,New SIM Code,,translated,,en_US_new_sim_code_text_fiield,t
2235526,other,,en_US,,Plan/Bill Amount,Plan/Bill Amount,,translated,,en_US_plan_bill_amount_label,t
2235527,other,,en_US,,Commission(OMR),Commission(OMR),,translated,,en_US_commission_omr_label,t
2235528,other,,en_US,,Search By Email…,Search By Email…,,translated,,en_US_search_by_email_title_label,t
2235529,other,,en_US,,Search By ID,Search By ID,,translated,,en_US_search_by_id_title_label,t
2235530,other,,en_US,,Visit Status,Visit Status,,translated,,en_US_visit_status_label,t
2235531,other,,en_US,,Purchase Status,Purchase Status,,translated,,en_US_purchase_status_label,t
2235627,other,,en_US,,Please update quantity first!!,Please update quantity first!!,,translated,,en_US_please_update_quantity_first_label,t
2235628,other,,en_US,,Customer Information,Customer Information,,translated,,en_US_customer_information_label,t
2235629,other,,en_US,,Are You Sure You Want To Upgrade This Plan,Are You Sure You Want To Upgrade This Plan,,translated,,en_US_you_want_to_upgrade_plan_label,t
2235630,other,,en_US,,Product quantity more than the maximum allowed quantity ,Product quantity more than the maximum allowed quantity ,,translated,,en_US_product_quantity_more_maximum_product,t
2235631,other,,en_US,,"A New Items Has Been Added To
 Your Inventory","A New Items Has Been Added To
 Your Inventory",,translated,,en_US_new_item_added_to_inventory_label,t
2235632,other,,en_US,,Are you sure you want to cancel this order?,Are you sure you want to cancel this order?,,translated,,en_US_are_you_cancel_order_label,t
2235633,other,,en_US,,The Order Delivered Successfully,The Order Delivered Successfully,,translated,,en_US_order_delivered_successfully_label,t
2235634,other,,en_US,,Please Fill Fields,Please Fill Fields,,translated,,en_US_please_fill_fields_label,t
2235635,other,,en_US,,Activation Failed,Activation Failed,,translated,,en_US_activation_failed_label,t
2235636,other,,en_US,,Please Select Assign To,Please Select Assign To,,translated,,en_US_please_select_assign_label,t
2235637,other,,en_US,,Please Select Channel Member,Please Select Channel Member,,translated,,en_US_please_select_channel_member_label,t
2235638,other,,en_US,,Commitment Period (Monthly),Commitment Period (Monthly),,translated,,en_US_commitment_period_label,t
2235639,other,,en_US,,Monthly Subscription Total,Monthly Subscription Total,,translated,,en_US_subscription_total_label,t
2235640,other,,en_US,,Addons Upgraded,Addons Upgraded,,translated,,en_US_addons_upgraded_label,t
2235641,other,,en_US,,Change PIN,Change PIN,,translated,,en_US_change_pin_label,t
2235642,other,,en_US,,Enter the new PIN code,Enter the new PIN code,,translated,,en_US_enter_new_pin_label,t
2235643,other,,en_US,,Current PIN,Current PIN,,translated,,en_US_current_pin_label,t
2235644,other,,en_US,,New PIN code,New PIN code,,translated,,en_US_new_pin_code_label,t
2235645,other,,en_US,,Confirm new PIN,Confirm new PIN,,translated,,en_US_confirm_new_pin_label,t
2235646,other,,en_US,,Change PIN code,Change PIN code,,translated,,en_US_change_pin_code_label,t
2235647,other,,en_US,,Your PIN Code Has Been Changed Successfully,Your PIN Code Has Been Changed Successfully,,translated,,en_US_pin_code_changed_successfully_label,t
2235648,other,,en_US,,Operator,Operator,,translated,,en_US_operator_hint_label,t
2235649,other,,en_US,,Select voucher amount,Select voucher amount,,translated,,en_US_select_voucher_amount_label,t
2235650,other,,en_US,,Enter your PIN code,Enter your PIN code,,translated,,en_US_enter_pin_code_label,t
2235651,other,,en_US,,Transaction Successfully Sent!,Transaction Successfully Sent!,,translated,,en_US_transaction_successfully_sent_label,t
2235652,other,,en_US,,Number Of Vouchers,Number Of Vouchers,,translated,,en_US_number_of_voucher_label,t
2235653,other,,en_US,,Mobile Number,Mobile Number,,translated,,en_US_mobile_number_label,t
2235654,other,,en_US,,Bundle,Bundle,,translated,,en_US_bundle_label,t
2235655,other,,en_US,,Select,Select,,translated,,en_US_select_button_label,t
2235656,other,,en_US,,Selected,Selected,,translated,,en_US_selected_button_label,t
2235657,other,,en_US,,Enter mobile number,Enter mobile number,,translated,,en_US_enter_mobile_number_label,t
2235658,other,,en_US,,Select a Bundle,Select a Bundle,,translated,,en_US_select_bundle_label,t
2235659,other,,en_US,,Select a plan,Select a plan,,translated,,en_US_select_plan_label,t
2235660,other,,en_US,,Prepaid Subscription,Prepaid Subscription,,translated,,en_US_subscription_label,t
2235661,other,,en_US,,Offer type,Offer type,,translated,,en_US_offer_type_label,t
2235662,other,,en_US,,Select data Add-on,Select data Add-on,,translated,,en_US_select_data_add-on_label,t
2235663,other,,en_US,,Print,Print,,translated,,en_US_print_label,t
2235664,other,,en_US,,Transaction ID,Transaction ID,,translated,,en_US_transaction_id_label,t
2235665,other,,en_US,,Transaction Date,Transaction Date,,translated,,en_US_transaction_date_label,t
2235666,other,,en_US,,Receiver number,Receiver number,,translated,,en_US_receiver_number_label,t
2235667,other,,en_US,,Transaction,Transaction,,translated,,en_US_transaction_label,t
2235668,other,,en_US,,Details,Details,,translated,,en_US_details_label,t
2235669,other,,en_US,,Export as PDF,Export as PDF,,translated,,en_US_export_pdf_label,t
2235670,other,,en_US,,Subscription,Subscription,,translated,,en_US_subscription_type_label,t
2235671,other,,en_US,,This plan gives you,This plan gives you,,translated,,en_US_plan_gives_label,t
2235672,other,,en_US,,(Vat included),(Vat included),,translated,,en_US_vat_included_brackets_label,t
2235673,other,,en_US,,Successfully Done,Successfully Done,,translated,,en_US_successfully_done_label,t
2235674,other,,en_US,,Request for Order,Request for Order,,translated,,en_US_request_order_label,t
2235675,other,,en_US,,Select the type of request and enter the amount,Select the type of request and enter the amount,,translated,,en_US_select_type_request_and_enter_amount_label,t
2235676,other,,en_US,,Amount (OMR),Amount (OMR),,translated,,en_US_amount_omr_label,t
2235677,other,,en_US,,E-topup,E-topup,,translated,,en_US_e_top_up_label,t
2235678,other,,en_US,,E-voucher,E-voucher,,translated,,en_US_e_voucher_label,t
2235679,other,,en_US,,E-voucher request,E-voucher request,,translated,,en_US_e_voucher_request_label,t
2235680,other,,en_US,,E-topup request,E-topup request,,translated,,en_US_e_top_up_request_label,t
2235681,other,,en_US,,What do you want to do?,What do you want to do?,,translated,,en_US_what_do_you_want_to_do_label,t
2235682,other,,en_US,,Daily,Daily,,translated,,en_US_daily_label,t
2235683,other,,en_US,,Weekly,Weekly,,translated,,en_US_weekly_label,t
2235684,other,,en_US,,Monthly,Monthly,,translated,,en_US_monthly_label,t
2235685,other,,en_US,,E-Topup usage,E-Topup usage,,translated,,en_US_e_top_up_usage_label,t
2235686,other,,en_US,,E-voucher usage,E-voucher usage,,translated,,en_US_e_voucher_usage_label,t
2235687,other,,en_US,,Voucher ready to print,Voucher ready to print,,translated,,en_US_voucher_ready_to_print_label,t
2235688,other,,en_US,,Inbox is empty,Inbox is empty,,translated,,en_US_inbox_empty_label,t
2235689,other,,en_US,,Download,Download,,translated,,en_US_download_label,t
2235690,other,,en_US,,Share by email,Share by email,,translated,,en_US_share_by_email_label,t
2235691,other,,en_US,,Reprint,Reprint,,translated,,en_US_reprint_label,t
2235692,other,,en_US,,Voucher Code,Voucher Code,,translated,,en_US_voucher_code_label,t
2235693,other,,en_US,,Plan Name,Plan Name,,translated,,en_US_plan_name_label,t
2235694,other,,en_US,,Printer not connected,Printer not connected,,translated,,en_US_printer_not_connected_label,t
2235695,other,,en_US,,Plan will give you,Plan will give you,,translated,,en_US_plan_will_give_you_label,t
2235696,other,,en_US,,Continue,Continue,,translated,,en_US_continue_label,t
2235697,other,,en_US,,Fibrenet Is Available In Your Location. Click Below To Continue,Fibrenet Is Available In Your Location. Click Below To Continue,,translated,,en_US_fibrenet_is_available_title_label,t
2235698,other,,en_US,,Select access technology,Select access technology,,translated,,en_US_select_technology_label,t
2235699,other,,en_US,,Fibrenet Is Unavailable In Your Location. But You Can Choose Fixed 4/5G Or Pre-Order The Service,Fibrenet Is Unavailable In Your Location. But You Can Choose Fixed 4/5G Or Pre-Order The Service,,translated,,en_US_fibrenet_is_unavailable_title_label,t
2235700,other,,en_US,,Select FDN number,Select FDN number,,translated,,en_US_select_fdn_number_label,t
2235701,other,,en_US,,SIM Number,SIM Number,,translated,,en_US_sim_number_label,t
2235765,other,,en_US,,SIM type,SIM type,,translated,,en_US_sim_type_label,t
2235766,other,,en_US,,ICCID,ICCID,,translated,,en_US_iccid_label,t
2235767,other,,en_US,,Payment status,Payment status,,translated,,en_US_payment_status_label,t
2235768,other,,en_US,,Valid for,Valid for,,translated,,en_US_valid_for_label,t
2235769,other,,en_US,,Primary,Primary,,translated,,en_US_primary_label,t
2235770,other,,en_US,,ID expiry date,ID expiry date,,translated,,en_US_id_expiry_date_label,t
2235771,other,,en_US,,Achievement/Target,Achievement/Target,,translated,,en_US_achievement_target_label,t
2235772,other,,en_US,,Earned commission,Earned commission,,translated,,en_US_earned_commission_label,t
2235773,other,,en_US,,Order quality,Order quality,,translated,,en_US_order_quality_label,t
2235774,other,,en_US,,Performance,Performance,,translated,,en_US_performance_label,t
2235775,other,,en_US,,Customer activities,Customer activities,,translated,,en_US_customer_activates_label,t
2235776,other,,en_US,,Stock management ,Stock management ,,translated,,en_US_stock_management_label,t
2235777,other,,en_US,,E-reload ,E-reload ,,translated,,en_US_ereload_label,t
2235778,other,,en_US,,LMTD,LMTD,,translated,,en_US_lmtd_label,t
2235779,other,,en_US,,Update ID,Update ID,,translated,,en_US_update_id_label,t
2235780,other,,en_US,,Overview,Overview,,translated,,en_US_overview_label,t
2235781,other,,en_US,,Widgets,Widgets,,translated,,en_US_widgets_label,t
2235782,other,,en_US,,Build,Build,,translated,,en_US_build_label,t
2235783,other,,en_US,,Profile,Profile,,translated,,en_US_profile_label,t
2235784,other,,en_US,,DMS One App,DMS One App,,translated,,en_US_dms_app_label,t
2235785,other,,en_US,,Capture document ,Capture document ,,translated,,en_US_capture_documents_label,t
2235786,other,,en_US,,Select Document type,Select Document type,,translated,,en_US_select_document_type_label,t
2235787,other,,en_US,,ID Expired,ID Expired,,translated,,en_US_id_expired_label,t
2235788,other,,en_US,,Enter ID expiry date,Enter ID expiry date,,translated,,en_US_enter_id_expiry_date_text_field,t
2235789,other,,en_US,,Choose Title,Choose Title,,translated,,en_US_choose_title_text_field,t
2235790,other,,en_US,,Enter first name,Enter first name,,translated,,en_US_enter_first_name_text_field,t
2235791,other,,en_US,,Enter second name,Enter second name,,translated,,en_US_enter_second_name_text_field,t
2235792,other,,en_US,,Enter Third name,Enter Third name,,translated,,en_US_enter_third_name_text_field,t
2235793,other,,en_US,,Enter last name,Enter last name,,translated,,en_US_enter_last_name_text_field,t
2235794,other,,en_US,,Choose gender,Choose gender,,translated,,en_US_choose_gender_text_field,t
2235795,other,,en_US,,Enter Nationality,Enter Nationality,,translated,,en_US_enter_nationality_text_field,t
2235796,other,,en_US,,Enter birth of date,Enter birth of date,,translated,,en_US_enter_birth_of_date_text_field,t
2235797,other,,en_US,,Enter Electricity account number,Enter Electricity account number,,translated,,en_US_enter_electricity_account_number_text_field,t
2235798,other,,en_US,,Enter contact number,Enter contact number,,translated,,en_US_enter_contact_number_text_field,t
2235799,other,,en_US,,Enter email address ,Enter email address ,,translated,,en_US_enter_email_address_text_field,t
2235800,other,,en_US,,Vat included ,Vat included ,,translated,,en_US_vat_included_label,t
2235801,other,,en_US,,Select number,Select number,,translated,,en_US_select_number_label,t
2235802,other,,en_US,,Your request has been submitted,Your request has been submitted,,translated,,en_US_your_request_has_been_submitted_label,t
2235803,other,,en_US,,New ICCID,New ICCID,,translated,,en_US_new_iccid_label,t
2235804,other,,en_US,,Old SIM,Old SIM,,translated,,en_US_old_sim_label,t
2235805,other,,en_US,,Is PKI SIM ,Is PKI SIM ,,translated,,en_US_is_pki_sim_label,t
2235806,other,,en_US,,Is SIM cost paid,Is SIM cost paid,,translated,,en_US_is_sim_cost_paid_label,t
2235807,other,,en_US,,SIM replacement fulfilment,SIM replacement fulfilment,,translated,,en_US_sim_replacement_fulfilment_title_label,t
2235808,other,,en_US,,Services,Services,,translated,,en_US_services_label,t
2235809,other,,en_US,,Document type,Document type,,translated,,en_US_document_type_label,t
2235810,other,,en_US,,Paid,Paid,,translated,,en_US_paid_label,t
2235811,other,,en_US,,Unpaid,Unpaid,,translated,,en_US_unpaid_label,t
2235812,other,,en_US,,Flexi Mins,Flexi Mins,,translated,,en_US_flexi_mins_label,t
2235813,other,,en_US,,Cross Mins,Cross Mins,,translated,,en_US_cross_mins_label,t
2235814,other,,en_US,,Data,Data,,translated,,en_US_data_label,t
2235815,other,,en_US,,Subscription details,Subscription details,,translated,,en_US_subscription_details_label,t
2235816,other,,en_US,,Credit class,Credit class,,translated,,en_US_credit_class_label,t
2235817,other,,en_US,,Weeks,Weeks,,translated,,en_US_weeks_label,t
2235818,other,,en_US,,Salary range,Salary range,,translated,,en_US_salary_range_label,t
2235819,other,,en_US,,Customize plan,Customize plan,,translated,,en_US_customize_plan_label,t
2235820,other,,en_US,,Service location,Service location,,translated,,en_US_service_location_label,t
2235821,other,,en_US,,Search location,Search location,,translated,,en_US_search_location_label,t
2235822,other,,en_US,,Street name,Street name,,translated,,en_US_street_name_label,t
2235823,other,,en_US,,FTTH Plan,FTTH Plan,,translated,,en_US_ftth_plan_label,t
2235824,other,,en_US,,FDN number,FDN number,,translated,,en_US_fdn_number_label,t
2235825,other,,en_US,,Increase customer credit limit,Increase customer credit limit,,translated,,en_US_increase_customer_credit_limit_label,t
2235826,other,,en_US,,Important:,Important:,,translated,,en_US_important_label,t
2235827,other,,en_US,,Items,Items,,translated,,en_US_items_label,t
2235828,other,,en_US,,Id copy,Id copy,,translated,,en_US_id_copy_label,t
2235829,other,,en_US,,CPE,CPE,,translated,,en_US_cpe_label,t
